id,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A19,A20,A21,A22,A24,A25,A26,A27,A28,B1,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,target
sample_1478,33,24,0,0,13,0,8,2,8,1,8,2,0,0,1,1,12,7,12,2,1,14,2,19,2,6,1,0,2,0,0,0,0.891
sample_1479,45,25,0,0,50,0,51,2,51,0,52,2,0,0,1,0,46,7,46,2,1,14,2,17,2,10,1,0,0,0,0,0,0.8907
sample_148,3,16,0,0,22,1,22,0,22,3,23,2,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.936
sample_1480,43,26,0,0,51,0,52,2,52,2,53,4,0,0,1,0,44,0,45,5,1,14,1,9,0,22,1,0,0,0,0,0,0.902
sample_1481,12,2,0,0,52,0,53,2,53,1,54,2,0,0,1,0,4,0,4,5,1,14,1,13,2,7,1,0,0,0,0,0,0.879
sample_1482,46,2,1,1,3,0,3,0,3,2,3,2,0,0,1,0,24,0,21,5,1,14,1,40,0,25,1,0,0,0,0,11,0.89
sample_1484,42,9,2,1,53,0,54,2,54,1,55,1,0,0,1,0,33,0,34,5,1,14,1,43,2,2,1,0,0,0,0,10,0.879
sample_1486,23,8,3,1,54,0,55,4,55,1,56,2,0,0,1,0,16,0,26,5,1,14,2,12,2,29,1,0,0,0,0,0,0.902
sample_1487,25,9,4,1,12,0,12,2,12,1,12,5,0,0,1,0,47,0,18,5,1,14,2,1,2,32,1,0,0,0,0,10,0.879
sample_1489,26,3,5,2,0,0,46,0,46,0,47,2,0,0,1,0,0,7,0,2,1,11,2,43,2,10,1,0,0,0,0,0,0.879
sample_1490,30,27,6,1,55,0,56,2,56,1,57,4,0,0,1,0,14,0,1,5,1,14,2,9,2,22,13,0,0,0,0,10,0.879
sample_1491,44,23,7,1,37,0,36,2,36,1,37,1,0,0,1,0,27,0,28,5,1,11,1,14,2,44,1,0,0,0,0,10,0.879
sample_1492,7,3,8,3,56,0,57,2,57,1,58,2,0,0,1,0,48,7,47,2,1,11,1,5,2,32,1,4,0,0,0,0,0.902
sample_1493,18,25,9,1,13,0,13,2,13,0,13,1,0,0,1,0,39,7,24,2,1,11,2,15,2,4,13,0,0,0,0,0,0.891
sample_1495,3,27,10,1,25,0,25,0,25,2,26,4,0,0,1,0,28,0,27,5,1,14,0,9,2,39,14,0,0,0,0,0,0.902
sample_1496,11,3,11,4,37,0,36,2,36,1,37,2,0,0,1,0,45,7,37,2,1,4,2,12,2,7,1,0,0,0,0,0,0.902
sample_1497,29,25,12,1,57,0,58,2,58,1,59,2,0,0,1,1,48,0,47,5,1,14,7,47,2,20,13,0,0,0,0,0,0.902
sample_1498,18,2,13,1,1,0,13,2,13,2,13,1,0,0,1,0,12,0,12,5,1,14,2,35,0,45,13,0,0,0,0,10,0.879
sample_150,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,3,9,6,0,0,1,31,8,30,1,0,0,1,1,0,0.913
sample_1500,2,3,14,5,44,0,45,2,45,0,22,4,0,0,1,0,11,7,11,2,1,14,0,41,2,30,1,0,0,0,0,0,0.89
sample_1503,8,3,15,5,27,0,27,2,27,1,28,2,0,0,1,0,31,0,31,5,1,12,0,4,2,31,1,0,0,0,0,0,0.902
sample_1504,0,3,16,3,45,0,46,2,46,0,47,4,0,0,1,0,3,7,3,2,1,14,0,26,2,10,13,2,0,0,0,0,0.902
sample_1505,10,23,17,1,30,0,30,2,30,0,31,4,0,0,1,0,49,0,40,5,1,12,0,9,14,39,15,0,0,0,0,10,0.879
sample_1508,13,20,18,1,58,0,59,2,59,2,60,2,0,0,1,0,29,7,29,2,1,12,0,31,2,4,15,0,0,0,0,0,0.879
sample_1509,26,20,19,1,59,0,60,1,60,2,61,5,0,0,1,0,33,0,34,5,1,12,2,45,14,26,13,0,0,0,0,0,0.902
sample_151,3,16,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,8,12,1,0,0,1,1,0,0.925
sample_1511,19,3,0,0,22,0,22,2,22,1,23,2,0,0,1,0,24,0,21,5,0,12,1,27,0,44,6,2,1,0,0,0,0.902
sample_1512,1,11,0,0,46,0,47,1,47,0,48,0,0,0,7,1,26,0,25,5,0,0,1,5,0,26,1,0,0,0,0,0,0.902
sample_1513,6,3,0,0,11,0,11,1,11,1,11,0,0,0,1,1,20,0,17,5,0,14,1,9,0,18,1,0,1,0,0,0,0.879
sample_1515,3,28,0,0,60,0,20,2,20,2,21,1,0,0,1,0,5,0,22,5,0,14,1,32,0,8,1,2,0,0,0,0,0.8907
sample_1519,26,5,0,0,31,0,28,6,28,2,29,5,0,0,1,0,50,0,48,5,0,14,1,14,2,45,6,2,1,0,0,0,0.879
sample_152,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,2,24,6,0,0,1,18,1,26,1,0,0,1,1,2,0.995
sample_1521,18,29,0,0,16,1,16,2,16,1,16,2,0,1,7,1,31,0,31,5,1,14,1,22,0,14,1,4,0,0,0,0,0.902
sample_1525,47,21,0,0,18,0,18,0,18,1,18,2,0,0,1,0,7,7,7,2,1,14,2,5,2,1,1,0,0,0,0,0,0.902
sample_1526,41,23,0,0,10,0,10,2,10,1,10,1,0,1,1,1,49,0,40,5,1,14,2,11,2,11,1,0,0,0,0,0,0.902
sample_1527,26,21,0,0,28,0,38,2,38,0,39,0,0,0,1,0,51,0,9,5,1,14,0,27,2,33,1,0,0,0,0,0,0.879
sample_1528,46,23,0,0,25,0,25,2,25,1,26,2,0,0,1,0,5,7,5,2,1,14,1,25,2,23,1,0,0,0,0,0,0.879
sample_1531,48,24,0,0,61,0,61,2,61,2,62,1,0,0,1,0,38,0,38,5,1,11,2,6,2,28,1,0,0,0,0,0,0.891
sample_1532,14,3,0,0,17,0,17,2,17,1,17,2,0,0,1,0,9,7,9,2,1,14,6,3,2,7,1,2,0,0,0,0,0.902
sample_1533,29,22,0,0,62,0,62,1,62,1,63,2,0,0,1,0,43,0,43,5,1,14,1,40,2,25,1,0,0,0,0,10,0.879
sample_1535,42,30,0,0,63,0,63,2,63,7,64,2,0,0,1,0,33,0,34,5,1,14,0,12,2,2,1,0,0,0,0,0,0.902
sample_1536,19,0,0,0,20,0,20,2,20,1,21,2,0,0,1,0,5,7,5,2,1,14,2,30,2,30,1,0,0,0,0,0,0.902
sample_1537,36,31,0,0,64,0,64,2,64,1,65,2,0,6,1,0,52,7,49,2,6,14,2,48,2,13,1,0,0,0,0,0,0.902
sample_154,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,7,12,1,0,0,1,1,0,0.925
sample_1540,26,2,0,0,31,0,28,2,28,0,29,1,0,6,1,0,36,0,50,5,1,14,1,0,0,10,1,0,0,0,0,0,0.902
sample_1541,49,20,20,1,19,0,19,0,19,2,20,4,0,0,1,1,1,0,44,5,1,14,2,9,2,30,1,0,0,0,0,0,0.89
sample_1542,50,2,21,6,33,0,32,2,32,1,33,4,0,0,1,0,16,0,26,5,1,14,2,27,2,40,1,0,0,0,0,0,0.89
sample_1543,7,3,8,7,15,0,15,2,15,1,15,1,0,0,1,0,48,0,47,5,1,14,1,38,2,32,1,0,0,0,0,10,0.879
sample_1544,8,25,22,1,27,0,27,2,27,1,28,4,0,0,1,0,20,0,17,5,1,11,2,28,2,6,1,0,0,0,0,11,0.89
sample_1547,12,3,23,3,11,0,11,2,11,1,11,2,0,0,1,0,9,7,9,2,1,14,2,12,2,7,1,0,0,0,0,0,0.8907
sample_1549,18,20,24,1,13,0,27,2,27,1,28,4,0,0,1,1,12,0,12,5,1,14,2,36,2,4,1,0,0,0,0,10,0.871
sample_1550,42,2,2,1,65,0,65,2,65,1,66,4,0,0,1,0,36,0,50,5,1,11,0,0,2,7,1,0,2,0,0,0,0.902
sample_1551,30,3,20,5,2,0,2,2,2,1,2,4,0,0,1,0,26,7,25,2,1,14,2,30,2,30,1,2,0,0,0,0,0.891
sample_1552,23,8,25,1,28,0,38,0,38,1,39,2,0,0,1,0,53,0,51,5,1,14,2,48,2,12,16,2,0,0,0,0,0.902
sample_1553,15,27,26,1,66,0,66,0,66,0,67,2,0,0,1,0,24,0,21,5,1,14,2,20,2,32,17,0,0,0,0,10,0.879
sample_1554,33,3,27,5,27,0,27,2,27,1,28,2,0,0,1,0,31,0,31,5,1,14,1,15,2,46,1,0,0,0,0,0,0.902
sample_1555,0,3,16,5,4,0,4,2,4,1,4,4,0,0,1,0,0,7,0,2,1,14,2,43,2,10,1,2,0,0,0,0,0.891
sample_1556,51,32,28,1,19,0,19,2,19,1,20,4,0,0,1,0,14,0,1,5,1,14,0,9,14,30,13,0,0,0,0,10,0.879
sample_1557,44,27,7,1,67,0,67,1,67,1,68,4,0,6,1,0,27,0,28,5,1,14,2,12,2,12,18,0,0,0,0,11,0.89
sample_1558,7,3,8,5,15,0,15,2,15,1,15,2,0,0,1,0,54,7,52,2,1,14,1,2,2,25,1,0,0,0,0,0,0.891
sample_1559,33,20,29,1,8,0,8,2,8,1,8,4,0,0,1,0,31,7,31,2,1,14,1,15,2,6,1,0,0,0,0,0,0.891
sample_156,26,16,0,0,0,2,0,0,0,0,0,2,1,1,1,0,27,3,9,6,0,0,1,31,7,30,1,3,2,1,1,0,0.936
sample_1561,52,27,30,1,32,0,31,2,31,1,32,2,0,0,1,0,28,0,27,5,1,14,0,9,15,39,14,0,0,0,0,0,0.902
sample_1562,11,11,11,3,17,0,13,2,13,1,13,2,0,0,1,0,9,7,9,2,1,14,0,14,2,3,1,0,0,0,0,0,0.891
sample_1563,29,20,12,1,68,0,68,2,68,0,69,1,0,0,1,0,21,7,18,5,1,14,1,25,2,8,15,0,0,0,0,0,0.902
sample_1564,13,23,31,1,16,0,16,2,16,1,16,4,0,0,1,1,12,0,12,9,1,12,2,36,16,4,13,0,0,0,0,0,0.902
sample_1565,37,3,32,3,23,0,23,2,23,1,24,2,0,0,1,0,42,0,42,5,1,12,2,0,14,47,19,0,0,0,0,0,0.902
sample_1566,2,3,14,5,44,0,45,2,45,0,46,1,0,0,1,0,26,7,25,2,1,12,2,9,2,30,1,0,0,0,0,0,0.902
sample_1567,9,25,33,1,9,0,9,2,9,1,9,4,0,0,1,1,16,0,26,5,1,12,2,12,2,12,1,0,0,0,0,11,0.89
sample_1568,53,9,34,1,12,0,12,0,12,0,12,1,0,0,1,0,54,0,52,5,1,14,2,20,14,23,20,0,0,0,0,0,0.902
sample_1569,35,3,35,5,43,0,44,2,44,1,45,2,0,0,1,0,4,0,37,5,1,12,2,36,14,31,1,0,0,0,0,0,0.902
sample_1570,6,23,0,0,11,0,11,1,11,1,11,1,1,0,1,1,12,0,17,4,0,1,1,11,2,30,1,0,0,0,0,0,0.902
sample_1571,8,5,0,0,8,0,8,2,8,1,8,0,1,0,1,0,8,0,8,0,1,2,0,8,2,20,2,0,1,0,0,2,0.935
sample_1572,38,23,0,0,9,0,9,1,9,1,9,5,1,0,1,1,40,0,10,4,0,2,1,35,2,42,1,0,0,0,0,2,0.935
sample_1573,32,6,0,0,35,0,34,2,34,1,35,0,1,0,1,1,3,0,3,4,0,1,1,43,2,43,1,2,1,0,0,2,0.935
sample_1574,22,3,0,0,39,0,39,4,39,5,40,3,0,0,1,0,36,0,50,6,0,14,1,24,17,6,11,0,0,0,0,2,0.947
sample_1575,3,11,0,0,3,0,3,6,3,3,3,3,0,0,1,0,32,6,33,10,0,14,1,3,17,13,1,0,0,0,0,2,0.935
sample_1576,20,3,0,0,44,0,45,7,45,7,46,7,0,0,1,0,17,0,2,5,0,14,1,29,18,33,9,9,0,0,3,2,0.935
sample_1577,8,4,0,0,13,0,13,7,13,5,13,7,0,0,1,0,55,0,53,6,0,14,1,2,17,48,1,9,5,0,0,2,0.935
sample_1579,26,4,0,0,28,0,38,7,38,7,39,7,0,0,1,0,56,0,54,5,7,14,1,6,11,28,1,9,5,0,3,2,0.947
sample_158,8,7,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,2,24,6,0,0,1,18,7,26,1,0,0,1,1,2,0.971
sample_1580,22,3,0,0,39,0,39,4,39,3,40,3,0,0,1,0,36,0,50,10,0,14,1,24,6,38,1,9,5,0,0,0,0.902
sample_1582,20,3,0,0,44,0,45,7,45,7,46,3,0,0,1,0,17,0,2,10,0,14,1,29,11,33,9,9,5,0,0,0,0.913
sample_1583,8,4,0,0,13,0,13,6,13,7,13,7,0,0,1,0,18,0,15,1,0,14,1,2,18,2,1,9,5,0,0,2,0.947
sample_1585,26,3,0,0,28,0,38,4,38,5,39,0,0,0,1,0,23,0,20,5,0,14,1,6,11,28,1,9,5,0,3,2,0.935
sample_1586,22,3,0,0,39,0,39,7,39,5,40,7,0,0,1,0,36,0,50,4,0,14,1,24,11,38,9,2,5,0,0,0,0.891
sample_1587,3,3,0,0,3,0,3,6,3,3,3,7,0,0,1,0,32,0,33,10,0,14,1,3,6,44,1,10,5,0,0,0,0.902
sample_1589,8,4,0,0,13,0,13,7,13,5,13,7,0,0,1,0,18,0,15,6,0,14,1,2,6,2,1,9,5,0,0,0,0.902
sample_159,8,2,0,0,27,1,27,0,27,0,28,3,1,1,1,0,8,2,24,6,0,18,1,18,1,26,1,0,0,1,1,2,0.971
sample_1590,11,19,0,0,11,0,11,4,11,5,11,3,0,0,1,0,20,8,17,5,1,14,1,16,18,23,1,9,5,0,0,2,0.935
sample_1591,26,19,0,0,28,0,38,0,38,3,39,3,0,0,1,0,23,0,20,10,0,14,1,6,17,28,1,9,5,0,0,0,0.902
sample_1593,3,4,0,0,3,0,3,4,3,3,3,3,0,0,1,0,32,0,33,10,0,14,1,3,17,44,1,10,5,0,0,2,0.947
sample_1594,20,4,0,0,44,0,45,6,45,5,46,7,0,0,1,0,17,0,2,10,0,14,1,29,18,33,1,9,5,0,3,2,0.935
sample_1595,23,6,0,0,24,0,24,2,24,1,25,0,1,0,1,0,23,0,20,0,8,1,1,4,2,31,1,0,0,0,0,0,0.891
sample_1597,17,20,0,0,6,0,6,0,6,2,6,0,1,0,0,1,20,0,17,4,0,2,0,15,0,6,5,0,0,0,0,2,0.947
sample_1598,22,5,0,0,23,0,23,2,23,2,24,2,1,0,1,1,42,0,42,4,0,1,1,44,2,17,1,0,0,0,0,2,0.935
sample_1599,19,6,0,0,20,0,20,2,20,0,21,0,1,0,1,0,48,0,47,0,0,1,1,42,2,24,1,2,1,0,0,0,0.891
sample_16,4,12,0,0,0,0,0,2,0,1,0,2,0,0,0,0,22,0,19,0,2,15,0,45,2,10,0,0,0,0,0,2,0.923
sample_1600,22,3,0,0,23,0,23,2,23,0,24,0,0,0,1,0,42,0,42,0,0,8,1,48,2,42,1,4,4,0,2,3,0.879
sample_1601,20,3,0,0,21,0,21,1,21,0,22,2,0,3,8,1,11,7,11,0,0,8,0,10,2,19,1,4,4,0,2,4,0.947
sample_1603,3,0,0,0,25,0,25,2,25,1,26,1,0,0,2,0,43,0,43,0,0,7,1,10,2,43,1,4,4,0,2,4,0.947
sample_1604,12,3,0,0,14,0,14,0,14,1,14,0,0,0,2,0,15,0,14,0,0,7,0,16,2,49,1,4,4,0,2,4,0.947
sample_1605,37,11,0,0,69,0,69,2,69,0,70,0,0,0,2,0,0,0,0,0,2,19,2,37,2,17,6,4,4,0,2,5,0.909
sample_1606,18,3,0,0,16,0,16,2,16,1,16,0,0,0,2,0,18,0,15,0,0,19,0,20,2,26,1,4,4,0,2,12,0.974
sample_1607,31,0,0,0,33,0,32,1,32,2,33,4,0,0,2,1,30,0,30,0,0,19,1,31,2,30,1,4,4,0,2,5,0.929
sample_1609,12,12,0,0,14,0,14,1,14,1,14,0,0,0,2,0,15,0,14,0,0,10,1,16,2,23,6,0,1,0,0,5,0.92
sample_161,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,18,1,23,7,12,1,0,0,1,1,0,0.936
sample_1610,34,0,0,0,36,0,35,1,35,0,36,2,0,0,1,1,35,0,36,0,0,11,0,35,2,34,1,4,2,0,0,0,0.891
sample_1611,3,7,0,0,25,0,25,1,25,2,26,4,0,0,1,0,24,0,21,0,0,11,1,1,2,10,1,0,0,0,0,0,0.935
sample_1612,12,3,0,0,14,0,14,2,14,0,14,0,0,0,1,0,15,0,14,0,0,16,1,36,2,6,1,0,0,0,0,0,0.902
sample_1613,15,10,0,0,18,0,18,1,18,1,18,0,0,3,1,0,13,0,13,0,0,11,0,7,2,3,6,0,0,0,0,0,0.891
sample_1614,27,0,0,0,27,0,27,1,27,2,28,4,0,0,1,0,39,0,24,0,0,11,0,25,2,25,1,0,1,0,0,2,0.947
sample_1615,23,12,0,0,24,0,24,1,24,1,25,2,0,0,1,0,23,0,20,0,0,13,1,33,2,21,1,0,0,0,0,0,0.902
sample_1620,12,3,0,0,14,0,14,2,14,0,14,0,0,0,1,0,20,0,17,0,0,13,0,48,2,42,1,0,1,0,0,2,0.947
sample_1622,17,12,0,0,6,0,6,1,6,2,6,4,0,0,1,1,20,0,17,0,0,2,1,30,2,22,1,0,0,0,0,2,0.935
sample_1623,0,7,0,0,0,0,0,2,0,1,0,0,0,0,1,0,9,0,9,0,0,13,1,37,2,29,1,0,0,0,0,2,0.947
sample_1624,24,3,0,0,2,0,2,2,2,0,2,0,0,1,1,0,17,0,2,0,0,13,0,40,2,32,6,0,1,0,0,2,0.935
sample_1625,17,16,0,0,6,0,6,1,6,1,6,0,0,0,1,0,20,0,17,8,0,13,1,35,2,34,6,4,2,0,0,0,0.902
sample_1627,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.902
sample_1629,26,1,0,0,0,1,0,4,0,3,0,7,1,1,1,0,27,2,9,3,0,0,1,31,1,30,1,0,0,1,1,0,0.902
sample_163,26,1,0,0,0,2,0,0,0,3,0,7,1,1,1,0,27,2,9,5,0,18,1,31,5,30,1,0,0,1,1,0,0.936
sample_1631,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.935
sample_1632,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.891
sample_1633,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,3,0,0,1,23,5,29,1,0,0,1,1,0,0.902
sample_1634,8,2,0,0,27,1,27,0,27,5,28,3,1,1,1,0,8,2,24,3,0,0,1,18,3,26,1,0,0,1,1,2,0.947
sample_1635,26,1,0,0,0,3,0,4,0,3,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.902
sample_1636,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.891
sample_1637,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.935
sample_1639,3,2,0,0,22,1,22,0,22,3,23,7,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.913
sample_164,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,18,1,23,1,12,1,0,0,1,1,0,0.925
sample_1641,26,1,0,0,0,2,0,0,0,1,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.891
sample_1642,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,2,18,3,0,0,1,23,3,12,1,0,0,1,1,0,0.902
sample_1644,26,2,0,0,0,0,0,1,0,1,0,2,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.902
sample_1646,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.947
sample_1647,26,1,0,0,0,0,0,0,0,3,0,7,1,1,1,0,27,2,9,3,0,0,1,31,5,30,1,0,0,1,1,0,0.902
sample_1648,3,2,0,0,22,0,22,0,22,3,23,3,1,1,1,0,24,2,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.913
sample_1649,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,2,8,2,24,3,0,0,1,18,1,26,1,0,0,1,1,2,0.947
sample_165,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,18,1,18,1,26,1,0,0,1,1,2,0.983
sample_1652,8,2,0,0,27,1,27,0,27,3,28,3,1,1,1,2,8,2,24,3,0,0,1,18,5,26,1,0,0,1,1,2,0.947
sample_1653,26,1,0,0,0,0,0,2,0,1,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.902
sample_1654,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.891
sample_1655,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,2,8,1,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.947
sample_1658,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,2,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,2,0.923
sample_1659,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.902
sample_166,26,1,0,0,0,2,0,2,0,0,0,0,1,1,1,0,27,2,9,5,0,18,1,31,1,30,1,0,0,1,1,0,0.936
sample_1661,8,2,0,0,27,1,27,2,27,0,28,3,1,1,1,2,8,1,24,3,0,0,1,18,3,26,1,0,0,1,1,2,0.935
sample_1662,26,1,0,0,0,0,0,2,0,1,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.902
sample_1663,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.891
sample_1665,26,1,0,0,0,1,0,2,0,0,0,0,1,1,1,0,27,1,9,3,0,0,1,31,3,30,1,0,0,1,1,0,0.902
sample_1666,3,2,0,0,22,1,22,0,22,5,23,3,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.913
sample_1668,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.891
sample_1669,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,3,0,0,1,23,5,12,1,0,0,1,1,0,0.902
sample_167,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,18,1,23,1,12,1,0,0,1,1,0,0.947
sample_1670,34,1,0,0,41,1,41,0,41,0,42,0,1,1,1,0,35,1,34,1,0,0,1,36,1,43,1,0,0,1,1,0,0.902
sample_1671,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.902
sample_1672,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,0,0.935
sample_1674,26,1,0,0,0,2,0,0,0,3,0,7,1,1,1,0,27,1,9,1,0,0,1,31,1,50,1,0,5,1,1,0,0.891
sample_1675,3,14,0,0,22,0,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.947
sample_1676,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,0,0,1,1,0,0.896
sample_1677,26,1,0,0,0,1,0,2,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.902
sample_1678,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,3,18,3,0,0,1,23,6,12,1,0,6,1,1,2,0.935
sample_1679,8,1,0,0,27,1,27,0,27,3,28,3,1,1,1,0,8,1,24,10,0,15,1,18,6,26,1,0,1,1,1,0,0.902
sample_168,8,2,0,0,27,1,27,2,27,0,28,3,1,1,1,0,8,2,24,1,0,18,1,18,1,26,1,0,0,1,1,2,0.983
sample_1681,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.935
sample_1682,8,1,0,0,27,2,27,0,27,0,28,0,1,1,1,0,8,3,24,1,0,0,1,18,1,26,1,2,0,1,1,0,0.891
sample_1683,26,1,0,0,0,2,0,0,0,3,0,3,1,1,1,0,27,3,9,3,0,15,1,31,19,30,1,0,0,1,1,0,0.902
sample_1684,3,14,0,0,22,1,22,0,22,1,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,12,1,0,0,1,1,2,0.935
sample_1685,8,1,0,0,27,1,27,0,27,0,28,0,1,1,1,0,8,1,24,1,0,0,1,18,1,26,1,2,0,1,1,0,0.902
sample_1686,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.913
sample_1687,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,20,12,1,0,0,1,1,2,0.902
sample_1689,26,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.902
sample_169,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,2,9,5,0,18,1,31,1,30,1,0,0,1,1,0,0.947
sample_1692,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,43,1,0,0,1,1,0,0.902
sample_1693,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,2,0.959
sample_1694,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,43,1,0,0,2,1,0,0.902
sample_1695,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,2,0.902
sample_1697,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.896
sample_1698,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,1,18,1,0,0,1,23,1,43,1,0,0,1,1,0,0.902
sample_1699,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.947
sample_17,10,15,0,0,30,0,30,2,30,2,31,1,0,0,1,0,26,0,25,4,0,2,1,41,0,39,0,0,0,0,0,0,0.879
sample_170,3,1,0,0,22,1,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,18,1,23,1,12,1,0,0,1,1,0,0.925
sample_1700,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,43,1,0,7,5,1,0,0.902
sample_1701,26,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.891
sample_1702,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,43,1,0,0,1,1,2,0.959
sample_1704,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,43,1,0,0,1,1,0,0.902
sample_1705,26,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,27,3,9,1,0,0,1,31,1,30,1,0,0,1,1,2,0.947
sample_1706,3,1,0,0,22,2,22,0,22,0,23,0,1,1,1,0,24,3,18,1,0,0,1,23,1,43,1,0,0,1,1,0,0.902
sample_1707,26,1,0,0,0,1,0,0,0,3,0,7,1,1,1,0,27,1,9,1,0,0,1,31,1,30,1,0,0,1,1,0,0.902
